Unnamed: 0,college_name,location,course_fees,review,rank,Average Package,Highest Package,Cutoff rank in CSE
873,"Phonics Group of Institutions - [PGI], Roorkee","Roorkee, Uttarakhand","₹ 79,900",7.6 / 10,,360000,1000000,86477
874,"Vindhya Institute of Technology and Science - [VITS], Satna","Satna, Madhya Pradesh","₹ 53,000",8.3 / 10,,,,124725
875,"K.K. Wagh Institute of Engineering Education & Research - [KKWIEER], Nashik","Nashik, Maharashtra","₹ 1,38,225",08-Oct,,497000,1800000,88380
876,"Anna University, College of Engineering  - [UCEK], Kanchipuram","Kanchipuram, Tamil Nadu","₹ 43,810",07-Oct,,,,114713
877,"Government College of Engineering, Bargur - [GCE], Krishnagiri","Krishnagiri, Tamil Nadu","₹ 50,000",6.9 / 10,,,,79605
878,"Supreme Knowledge Foundation Group of Institutions - [SKFGI], Hooghly","Hooghly, West Bengal","₹ 1,13,700",08-Oct,,,900000,160311
879,"Elitte College of Engineering - [ECE], Kolkata","Kolkata, West Bengal","₹ 79,000",7.8 / 10,,500000,,158055
880,"Siddhartha Institute of Technology and Sciences - [SITS], Hyderabad","Hyderabad, Telangana","₹ 63,000",7.3 / 10,#251th/300  in India   2022,,1270000,4160
881,"Institute of Technology & Management - [ITM], Lucknow","Lucknow, Uttar Pradesh","₹ 67,400",07-Oct,,450000,,61610
882,"Mahendra Institute of Technology - [MIT], Namakkal","Namakkal, Tamil Nadu","₹ 2,00,000",7.6 / 10,,,2600000,168711
883,"Shri Rawatpura Sarkar University - [SRU], Raipur","Raipur, Chhattisgarh","₹ 45,200",8.5 / 10,,350000,2500000,56044
884,"Saharsa College of Engineering - [SCE], Saharsa","Saharsa, Bihar",--,8.1 / 10,,,,30859
885,"Supaul College of Engineering - [SCE], Supaul","Supaul, Bihar",--,07-Oct,,225000,5900000,162033
886,"Jorhat Institute of Science and Technology - [JIST], Jorhat","Jorhat, Assam",--,6.6 / 10,,,3600000,74809
887,"Sri Shanmugha College of Engineering and Technology - [SSCET], Salem","Salem, Tamil Nadu","₹ 55,000",7.1 / 10,,,,157798
888,"Government Engineering College - [GEC], Raipur","Raipur, Chhattisgarh","₹ 82,780",06-Oct,,400000,2140000,150430
889,"Government College of Engineering  - [GCES] Srirangam, Tiruchirappalli","Tiruchirappalli, Tamil Nadu","₹ 50,000",7.1 / 10,,,,3899
890,"KIIT College of Engineering, Gurgaon","Gurgaon, Haryana","₹ 75,000",7.3 / 10,,,2300000,47493
891,"Bapatla Engineering College - [BEC], Guntur","Guntur, Andhra Pradesh","₹ 61,000",7.7 / 10,#169th/170  in India   2023,250000,,5912
892,"Guntur Engineering College - [GEC], Guntur","Guntur, Andhra Pradesh","₹ 35,000",7.1 / 10,,,2700000,197650
893,"Sri Mittapalli College of Engineering, Guntur","Guntur, Andhra Pradesh","₹ 41,600",7.5 / 10,,180000,240000,84448
894,"Nutan Maharashtra Institute of Engineering and Technology - [NMIET] Talegaon, Pune","Pune, Maharashtra","₹ 97,340",7.6 / 10,#109th/166  in India   2023,450000,3200000,48275
895,"Brindavan College of Engineering - [BCE], Bangalore","Bangalore, Karnataka","₹ 2,35,000",7.3 / 10,,,,30472
896,"CMS College of Engineering - [CMSCE], Namakkal","Namakkal, Tamil Nadu","₹ 50,000",8.4 / 10,,,,141735
897,"Camellia Institute of Engineering and Technology - [CIET], Bardhaman","Bardhaman, West Bengal","₹ 80,000",6.8 / 10,,202345,300000,144897
898,"Columbia Institute of Engineering and Technology - [CIET], Raipur","Raipur, Chhattisgarh",--,8.1 / 10,,,,174124
899,"DMI Engineering College, Kanyakumari","Kanyakumari, Tamil Nadu","₹ 60,000",7.9 / 10,,,,47943
900,"Datta Meghe College of Engineering Airoli, Navi Mumbai","Navi Mumbai, Maharashtra","₹ 1,08,489",7.2 / 10,#58th/170  in India   2023,,,2956
901,"Delhi Institute of Engineering and Technology - [DIET], Meerut","Meerut, Uttar Pradesh","₹ 55,000",08-Oct,,,,499
902,"Zeal Education Society's Zeal College of Engineering and Research - [ZCOER], Pune","Pune, Maharashtra","₹ 1,10,000",7.9 / 10,,550000,1200000,96318
903,"Dumkal Institute of Engineering & Technology- [DIET], Murshidabad","Murshidabad, West Bengal","₹ 59,500",08-Oct,,,,47617
904,"GGS College of Modern Technology, Mohali","Mohali, Punjab","₹ 83,800",5.4 / 10,,,900000,23296
905,"Gandhi Engineering College - [GEC], Bhubaneswar","Bhubaneswar, Orissa","₹ 1,00,000",7.6 / 10,#251th/300  in India   2020,,,117646
906,"Government College of Engineering & Textile Technology - [GCETT], Serampore","Serampore, West Bengal","₹ 53,400",7.4 / 10,#139th/170  in India   2023,350000,420000,13329
907,"Gyan Ganga College of Technology - [GGCT], Jabalpur","Jabalpur, Madhya Pradesh","₹ 70,000",08-Oct,,,,7009
908,"HI-Tech Institute of Engineering and Technology - [HIET], Ghaziabad","Ghaziabad, Uttar Pradesh","₹ 1,03,000",7.3 / 10,,,,55358
909,"Ideal Institute of Engineering - [IIE], Nadia","Nadia, West Bengal","₹ 86,800",7.3 / 10,,400000,600000,26081
910,"ILahia College of Engineering and Technology - [ICET], Muvattupuzha","Muvattupuzha, Kerala","₹ 75,000",7.4 / 10,,,,176539
911,"Infant Jesus College of Engineering - [IJCE], Thoothukudi","Thoothukudi, Tamil Nadu","₹ 34,000",5.9 / 10,,400000,,54208
912,"KVG College of Engineering - [KVGCE], Sullia","Sullia, Karnataka","₹ 50,000",07-Oct,#133th/170  in India   2023,380000,,129554
913,"Kalasalingam Institute of Technology - [KIT], Krishnankovil","Krishnankovil, Tamil Nadu","₹ 2,00,000",8.2 / 10,,,,161145
914,"KDK College of Engineering, Nagpur","Nagpur, Maharashtra","₹ 1,07,000",7.8 / 10,,320000,1000000,167643
915,"Lingayas Institute of Management and Technology - [LIMAT], Vijayawada","Vijayawada, Andhra Pradesh","₹ 48,500",7.6 / 10,,550000,1200000,72907
916,"M S Engineering College - [MSEC], Bangalore","Bangalore, Karnataka","₹ 1,50,000",6.4 / 10,#82th/150  in India   2019,450000,2150000,140719
917,"Manoharbhai Patel Institute of Engineering and Technology - [MIET], Gondiya","Gondiya, Maharashtra","₹ 55,000",7.5 / 10,,350000,500000,180894
918,"Mar Ephraem College of Engineering and Technology - [MECET], Kanyakumari","Kanyakumari, Tamil Nadu","₹ 1,60,000",8.6 / 10,,360000,,60824
919,"Meenakshi College of Engineering, Chennai","Chennai, Tamil Nadu","₹ 50,000",6.5 / 10,#64th/166  in India   2023,,,30538
920,"Meghnad Saha Institute of Technology - [MSIT], Kolkata","Kolkata, West Bengal","₹ 1,44,800",7.6 / 10,,596000,1140000,11948
921,"Millia Institute of Technology - [MIT], Purnea","Purnea, Bihar","₹ 70,000",7.5 / 10,,,,78895
922,"NIE Institute of Technology - [NIEIT], Mysore","Mysore, Karnataka","₹ 90,340",7.7 / 10,,500000,1640000,29888
923,"Nandha College of Technology - [NCT], Erode","Erode, Tamil Nadu","₹ 50,000",7.3 / 10,,,,98791
924,"Narayana Engineering College Gudur - [NEC], Nellore","Nellore, Andhra Pradesh","₹ 45,000",7.5 / 10,,520000,900000,141807
925,"Narayanaguru College of Engineering - [NGCE], Kanyakumari","Kanyakumari, Tamil Nadu","₹ 40,000",7.4 / 10,,,,149109
926,"New Prince Shri Bhavani College of Engineering & Technology - [NPSBCET], Chennai","Chennai, Tamil Nadu","₹ 65,000",5.1 / 10,,480000,,183089
927,"PDA College of Engineering, Gulbarga","Gulbarga, Karnataka","₹ 1,50,000",7.4 / 10,,,,45437
928,"Potti Sriramulu College of Engineering and Technology - [PSCMRCET], Vijayawada","Vijayawada, Andhra Pradesh","₹ 60,000",7.7 / 10,,240000,480000,152503
929,"Pravara Rural Engineering College  - [PREC] Loni, Ahmednagar","Ahmednagar, Maharashtra","₹ 1,13,000",7.7 / 10,,450000,1248000,450
930,"Pune Vidhyarthi Griha's College of Engineering and Technology - [PVGCOET], Pune","Pune, Maharashtra","₹ 1,15,397",7.6 / 10,,,,4349
931,"Pydah College of Engineering, Kakinada, East Godavari","East Godavari, Andhra Pradesh","₹ 1,06,850",7.3 / 10,,400000,,90694
932,"RR Institute of Technology - [RRIT], Bangalore","Bangalore, Karnataka","₹ 1,95,000",7.2 / 10,,,,13234
933,"RVS College of Engineering and Technology, Coimbatore","Coimbatore, Tamil Nadu","₹ 50,000",7.2 / 10,,280000,,61994
934,"Rajasthan College of Engineering for Women - [RCEW], Jaipur","Jaipur, Rajasthan","₹ 87,498",8.7 / 10,#120th/170  in India   2023,650000,1750000,170175
935,"Roland Institute of Technology - [RIT], Berhampur","Berhampur, Orissa","₹ 55,000",7.2 / 10,,,,159890
936,"JEPPIAAR SRR Engineering college, Chennai","Chennai, Tamil Nadu","₹ 45,000",7.2 / 10,,500000,,144618
937,"Saffrony Institute of Technology & S.P.B. Patel Engineering College, Ahmedabad","Ahmedabad, Gujarat","₹ 81,150",8.2 / 10,,240000,1800000,80815
938,"Sakthi Mariamman Engineering College - [SMEC], Chennai","Chennai, Tamil Nadu","₹ 50,000",6.3 / 10,,,,187527
939,"Shaheed Udham Singh College of Engineering and Technology - [SUSCET], Mohali","Mohali, Punjab","₹ 80,000",7.5 / 10,,280000,,182706
940,"Shanmuganathan Engineering College - [SEC], Palayamkottai","Palayamkottai, Tamil Nadu","₹ 50,000",4.7 / 10,#158th/166  in India   2023,400000,,109781
941,"Sri Sairam College of Engineering, Bangalore","Bangalore, Karnataka","₹ 92,000",7.4 / 10,#68th/246  in India   2023,,,84092
942,"Sinhgad Institute of Technology and Science -[SITS] Narhe, Pune","Pune, Maharashtra","₹ 98,000",7.6 / 10,#139th/170  in India   2023,325000,1020000,112929
943,"Sree Narayana Guru Institute of Science and Technology - [SNGIST], Ernakulam","Ernakulam, Kerala","₹ 50,000",7.6 / 10,,,,196135
944,"Sri Mittapalli Institute of Technology for Women - [SMITW], Guntur","Guntur, Andhra Pradesh","₹ 52,400",7.6 / 10,,380000,,131029
945,"Sri Ramanujar Engineering College - [SREC], Chennai","Chennai, Tamil Nadu","₹ 50,000",08-Oct,,,,80592
946,"Suddhananda Engineering and Research Centre - [SERC], Bhubaneswar","Bhubaneswar, Orissa","₹ 60,000",6.7 / 10,,480000,,69852
947,"Suguna College of Engineering - [SCE], Coimbatore","Coimbatore, Tamil Nadu","₹ 60,000",7.3 / 10,,,,150668
948,"Sushila Devi Bansal College, Indore","Indore, Madhya Pradesh","₹ 30,000",7.2 / 10,,400000,1240000,147409
949,"Swarna Bharathi Institute of Science and Technology - [SBIT], Khammam","Khammam, Telangana","₹ 66,700",6.9 / 10,,,,83302
950,"Thangal Kunju Musaliar Institute of Technology - [TKM], Kollam","Kollam, Kerala","₹ 91,350",08-Oct,,,,188671
951,"Yellamma Dasappa Institute of Technology, Bangalore","Bangalore, Karnataka","₹ 7,720",05-Oct,,460000,,84436
952,"Wainganga College of Engineering and Management - [WCEM], Nagpur","Nagpur, Maharashtra","₹ 87,000",7.8 / 10,,,220000,167871
953,"World Institute of Technology - [WIT], Gurgaon","Gurgaon, Haryana","₹ 64,000",6.7 / 10,,,,170403
954,"Vivekananda College of Engineering & Technology - [VCET], Puttur","Puttur, Karnataka","₹ 87,100",7.5 / 10,#114th/166  in India   2023,480000,,132023
955,"DRK Institute of Science and Technology - [DRKIST], Hyderabad","Hyderabad, Telangana","₹ 55,000",7.4 / 10,,50000,300000,193658
956,"JNTUH College of Engineering, Hyderabad","Hyderabad, Telangana","₹ 73,000",08-Oct,#50th/170  in India   2023,900000,1800000,52762
957,"Hindustan Institute of Technology and Management - [HITM], Ambala","Ambala, Haryana","₹ 75,000",6.5 / 10,,,,43441
958,"Jaipur Institute of Technology Group of Institution, Jaipur","Jaipur, Rajasthan","₹ 84,500",5.9 / 10,,,,65706
959,"Universal College of Engineering and Technology - [UCET], Gandhinagar","Gandhinagar, Gujarat",--,6.9 / 10,,500000,,112343
960,"Vaish College of Engineering, Rohtak","Rohtak, Haryana","₹ 75,540",6.8 / 10,,,,192589
961,"Vizag Institute of Technology - [VIZB], Visakhapatnam","Visakhapatnam, Andhra Pradesh","₹ 50,100",7.1 / 10,,,,3478
962,"J.K. Institute of Applied Physics and Technology, Allahabad","Allahabad, Uttar Pradesh","₹ 35,910",7.3 / 10,,520000,,93955
963,"Jawaharlal Darda Institute of Engineering and Technology - [JDIET], Yavatmal","Yavatmal, Maharashtra","₹ 80,000",7.6 / 10,,,,150959
964,"Parisutham Institute of Technology and  Science - [PITS], Thanjavur","Thanjavur, Tamil Nadu","₹ 2,00,000",7.6 / 10,#213th/216  in India   2022,250000,,132334
965,"Parul Institute of Engineering and Technology - [PIET], Vadodara","Vadodara, Gujarat","₹ 90,300",7.9 / 10,#245th/246  in India   2023,310000,1800000,69885
966,"Tulsiramji GaikwadPatil College of Engineering and Technology - [TGPCET], Nagpur","Nagpur, Maharashtra","₹ 90,000",7.1 / 10,#228th/246  in India   2023,,,143324
967,"Uttar Pradesh Textile Technology Institute - [UPTTI], Kanpur","Kanpur, Uttar Pradesh","₹ 1,03,900",7.8 / 10,#124th/170  in India   2023,600000,1500000,167433
968,"Vedavyasa Institute of Technology, Malappuram","Malappuram, Kerala","₹ 1,24,000",06-Oct,#185th/246  in India   2023,,,61062
969,"Raffles University, Neemrana","Neemrana, Rajasthan","₹ 1,09,000",8.6 / 10,,,,76764
970,"Doaba Group of Colleges - [DGC], Mohali","Mohali, Punjab","₹ 3,18,000",6.2 / 10,,450000,,2019
971,"Government Engineering College - [GEC], Rajkot","Rajkot, Gujarat","₹ 1,500",7.6 / 10,,,,92049
972,"ABES Institute of Technology - [ABESIT], Ghaziabad","Ghaziabad, Uttar Pradesh","₹ 1,28,100",7.7 / 10,,500000,,182408
973,"Amity School of Engineering & Technology - [ASET], New Delhi","New Delhi, Delhi NCR",--,7.4 / 10,#22th/200  in India   2020,,,186766
974,"Arignar Anna Institute of Science and Technology, Chennai","Chennai, Tamil Nadu","₹ 55,000",5.1 / 10,,400000,,97631
975,"Jawaharlal Institute of Technology - [JIT] Borawan, Khargone","Khargone, Madhya Pradesh","₹ 66,500",7.3 / 10,,,1000000,155178
976,"College of Engineering Kottarakkara, Kollam","Kollam, Kerala","₹ 36,932",6.7 / 10,,300000,,62533
977,"College of Engineering Poonjar, Kottayam","Kottayam, Kerala","₹ 35,000",6.7 / 10,,,,84755
978,"Sri Vasavi Institute of Engineering and Technology - [SVIET], Krishna","Krishna, Andhra Pradesh","₹ 30,200",7.6 / 10,,,,130048
979,"KLE Dr. M.S.Sheshgiri College of Engineering & Technology, Belgaum","Belgaum, Karnataka","₹ 89,640",7.8 / 10,#115th/216  in India   2022,,1000000,35062
980,"Dr. Subhash University, Junagadh","Junagadh, Gujarat","₹ 77,175",8.3 / 10,,250000,1100000,110914
981,"Gyan Ganga Institute of Technology and Sciences - [GGITS], Jabalpur","Jabalpur, Madhya Pradesh","₹ 70,000",6.9 / 10,#136th/246  in India   2023,,1900000,149849
982,"Nitra Technical Campus - [NTC], Ghaziabad","Ghaziabad, Uttar Pradesh","₹ 83,500",7.4 / 10,,400000,1200000,66575
983,"Samalkha Group of Institutions - [SGI], Panipat","Panipat, Haryana","₹ 79,500",6.3 / 10,,380000,1175000,110862
984,"University of Kerala, University College Of Engineering Kariavattom, Thiruvananthapuram","Thiruvananthapuram, Kerala","₹ 36,750",7.2 / 10,#159th/170  in India   2023,,,19195
985,"University College of Engineering, Anna University - [UCEV], Viluppuram","Viluppuram, Tamil Nadu","₹ 43,810",6.7 / 10,#131th/170  in India   2023,,,137221
986,"Jawaharlal College of Engineering and Technology - [JCET] Ottapalam, Palakkad","Palakkad, Kerala","₹ 3,00,000",7.3 / 10,#212th/216  in India   2022,,,175825
987,"Pallavan College of Engineering - [PCE], Kanchipuram","Kanchipuram, Tamil Nadu","₹ 55,000",5.5 / 10,,,,60162
988,"Rajiv Gandhi College of Engineering and Research - [RGCER], Nagpur","Nagpur, Maharashtra","₹ 1,00,000",7.5 / 10,,287000,580000,81912
989,"Rayat Bahra Hoshiarpur Campus, Hoshiarpur","Hoshiarpur, Punjab","₹ 98,000",7.7 / 10,,,2500000,75068
990,"Delhi Technical Campus - [DTC], Greater Noida","Greater Noida, Uttar Pradesh","₹ 1,24,250",7.1 / 10,,600000,2500000,37909
991,"Maharaja Agrasen University - [MAU], Solan","Solan, Himachal Pradesh","₹ 1,20,000",7.5 / 10,,,,95389
992,"Goel Institute of Technology & Management - [GITM], Lucknow","Lucknow, Uttar Pradesh","₹ 78,589",7.8 / 10,,350000,1000000,83062
993,"St. Mary’s Group of Institutions, Hyderabad","Hyderabad, Telangana","₹ 1,250",7.1 / 10,#105th/147  in India   2019,,,40433
994,"MET Bhujbal Knowledge City, Nashik","Nashik, Maharashtra","₹ 1,00,000",8.5 / 10,,,,131992
995,"Siddharth Institute of Engineering & Technology - [SIETK], Puttur","Puttur, Andhra Pradesh","₹ 37,000",7.9 / 10,,450000,2400000,187262
996,"Visakha Institute of Engineering & Technology - [VIET], Visakhapatnam","Visakhapatnam, Andhra Pradesh","₹ 35,000",07-Oct,,,,148122
997,"Raajdhani Engineering College - [REC], Bhubaneswar","Bhubaneswar, Orissa","₹ 72,000",6.7 / 10,,500000,,150210
998,"Shadan College of Engineering & Technology - [SCET], Hyderabad","Hyderabad, Telangana","₹ 45,000",6.9 / 10,,,,92886
999,"Nanhi Pari Seemant Engineering Institute - [NPSEI], Pithoragarh","Pithoragarh, Uttarakhand","₹ 60,400",7.6 / 10,,200000,235000,81056
1000,"Bhopal Institute of Technology - [BIT], Bhopal","Bhopal, Madhya Pradesh","₹ 55,000",,,,,44377
1001,"Symbiosis University of Applied Sciences- [SUAS], Indore","Indore, Madhya Pradesh","₹ 2,60,000",8.2 / 10,,700000,1600000,156093
1002,"Sigma Institute of Engineering, Vadodara","Vadodara, Gujarat","₹ 60,000",7.4 / 10,#85th/162  in India   2020,,,19881
1003,"Rakshpal Bahadur College of Engineering & Technology - [RBCET], Bareilly","Bareilly, Uttar Pradesh","₹ 75,000",8.1 / 10,,400000,,44208
1004,"Pacific School of  Engineering - [PSE], Surat","Surat, Gujarat","₹ 52,500",7.7 / 10,,,,120420
1005,"Sai Ganapathi Engineering College, Visakhapatnam","Visakhapatnam, Andhra Pradesh","₹ 35,000",7.9 / 10,,,,82397
1006,"Mangalmay Institute of Management and Technology - [MIMT], Greater Noida","Greater Noida, Uttar Pradesh","₹ 1,20,000",8.6 / 10,,800000,2586000,40801
1007,"Padmabhooshan Vasantdada Patil Institute of Technology - [PVPIT] Bavdhan, Pune","Pune, Maharashtra","₹ 1,10,275",08-Oct,,,325000,83213
1008,"Chhatrapati Shivaji Maharaj University - [CSMU], Navi Mumbai","Navi Mumbai, Maharashtra","₹ 1,22,100",09-Oct,#198th/238  in India   2022,450000,,54212
1009,"Capital University - [CU], Kodarma","Kodarma, Jharkhand","₹ 41,100",8.2 / 10,,,,115940
1010,"Manipur Technical University - [MTU], Imphal","Imphal, Manipur","₹ 63,000",8.3 / 10,,500000,,55590
1011,"Bangalore Group of Institutions - [BGI], Bangalore","Bangalore, Karnataka","₹ 1,20,000",9.6 / 10,,,,169738
1012,"Surya Group of Institutions - [SGI], Lucknow","Lucknow, Uttar Pradesh","₹ 62,500",6.9 / 10,,250000,,7902
1013,"IES University, Bhopal","Bhopal, Madhya Pradesh","₹ 55,000",7.3 / 10,,,2100000,164566
1014,"Salem College of Engineering and Technology - [SCET], Salem","Salem, Tamil Nadu","₹ 50,000",8.2 / 10,,300000,,68097
1015,"Padre Conceicao College of Engineering, Salcete","Salcete, Goa","₹ 1,30,000",6.6 / 10,,,,97177
1016,"Calicut University Institute of Engineering Technology - [CUIET], Malappuram","Malappuram, Kerala","₹ 42,600",6.8 / 10,,,,29849
1017,"Vikrant Group of Institutions - [VGI], Indore","Indore, Madhya Pradesh","₹ 45,000",8.8 / 10,,220000,1000000,195454
1018,"Adarsha College of Engineering - [ACE], Angul","Angul, Orissa","₹ 3,74,000",7.5 / 10,,,,95139
1019,"Aditya Engineering College - [AEC], Beed","Beed, Maharashtra","₹ 1,20,000",7.3 / 10,,620000,1200000,13563
1020,"Alamuri Ratnamala Institute of Engineering and Technology - [ARMIET], Thane","Thane, Maharashtra","₹ 88,500",6.7 / 10,,350000,1200000,42130
1021,"Ashoka Institute of Technology and Management - [AITM], Varanasi","Varanasi, Uttar Pradesh","₹ 90,000",07-Oct,#143th/200  in India   2022,,,170948
1022,"Bhabha Engineering Research Institute - [BERI], Bhopal","Bhopal, Madhya Pradesh","₹ 44,000",6.1 / 10,#91th/196  in India   2021,500000,,32051
1023,"Bharati Vidyapeeth College of Engineering For Women, Pune","Pune, Maharashtra","₹ 1,26,966",8.1 / 10,,,,172479
1024,"Bonam Venkata Chalamayya Engineering College - [BVCEC], East Godavari","East Godavari, Andhra Pradesh","₹ 35,000",7.3 / 10,#179th/200  in India   2020,216316,700000,97827
1025,"Brahmdevdada Mane Institute of Technology - [BMIT], Solapur","Solapur, Maharashtra","₹ 98,000",7.5 / 10,,,,36295
1026,"Capital Engineering College - [CEC], Khorda","Khorda, Orissa",--,7.3 / 10,,,,191506
1027,"Chitkara Institute of Engineering and Technology - [CIET], Patiala","Patiala, Punjab","₹ 1,74,000",08-Oct,#41th/246  in India   2023,600000,2963000,37396
1028,"Chouksey Engineering College - [CEC], Bilaspur","Bilaspur, Chhattisgarh","₹ 60,000",7.8 / 10,,350000,1200000,155690
1029,"Christ the King Engineering College, Coimbatore","Coimbatore, Tamil Nadu","₹ 2,00,000",07-Oct,,,,2355
1030,"DPG Institute of Technology and Management - [DPGITM], Gurgaon","Gurgaon, Haryana","₹ 89,000",7.8 / 10,,340000,500000,187485
1031,"DY Patil College of Engineering and Technology - [DYPCET], Kolhapur","Kolhapur, Maharashtra","₹ 1,14,085",7.6 / 10,#182th/246  in India   2023,,1200000,107235
1032,"Dhanekula Institute of Engineering and Technology - [DIET], Vijayawada","Vijayawada, Andhra Pradesh","₹ 2,43,000",7.7 / 10,#137th/147  in India   2019,350000,,26943
1033,"GITAM School of Technology, Visakhapatnam","Visakhapatnam, Andhra Pradesh","₹ 3,46,000",8.2 / 10,,,,115908
1034,"GRT Institute of Engineering and Technology, Tirutani","Tirutani, Tamil Nadu","₹ 50,000",07-Oct,,400000,,127481
1035,"Gandhi Institute for Education and Technology - [GIET], Bhubaneswar","Bhubaneswar, Orissa","₹ 71,000",7.3 / 10,#169th/246  in India   2023,,,117146
1036,"Geetanjali Institute of Technical Studies - [GITS], Udaipur","Udaipur, Rajasthan","₹ 70,500",7.6 / 10,#156th/238  in India   2022,370000,1000000,116165
1037,"Hindu College of Engineering - [HCE], Sonepat","Sonepat, Haryana","₹ 76,335",07-Oct,,,,199856
1038,"Hindusthan College of Engineering and Technology - [HICET], Coimbatore","Coimbatore, Tamil Nadu","₹ 1,00,000",7.9 / 10,#167th/246  in India   2023,400000,,49836
1039,"Indian Institution of Industrial Engineering, Navi Mumbai","Navi Mumbai, Maharashtra",--,6.5 / 10,,,,196289
1040,"John Cox Memorial CSI Institute of Technology Kannammoola, Thiruvananthapuram","Thiruvananthapuram, Kerala","₹ 65,000",5.9 / 10,,240000,,78604
1041,"Jyothishmathi Institute of Technology and Science - [JITS], Karimnagar","Karimnagar, Telangana","₹ 65,000",7.3 / 10,,,,155330
1042,"Kamala Institute of Technology & Science- [KITS], Karimnagar","Karimnagar, Telangana","₹ 80,000",7.5 / 10,,350000,,38651
1043,"Kshatriya College of Engineering - [KCEA], Nizamabad","Nizamabad, Telangana","₹ 55,000",7.3 / 10,,,,14141
1044,"Laxmi Institute of Technology - [LIT], Valsad","Valsad, Gujarat","₹ 72,000",7.2 / 10,,,,144986
1045,"Lourdes Matha College of Science and Technology, Thiruvananthapuram","Thiruvananthapuram, Kerala","₹ 1,00,400",7.1 / 10,,300000,412000,42583
1046,"Loyola-ICAM College of Engineering and Technology - [LICET], Chennai","Chennai, Tamil Nadu","₹ 2,00,000",8.3 / 10,,,,155598
1047,"Christian College of Engineering and Technology - [CCET], Bhilai","Bhilai, Chhattisgarh","₹ 76,900",6.8 / 10,,640000,1380000,41913
1048,"MVR College of Engineering and Technology - [MVRCET], Krishna","Krishna, Andhra Pradesh","₹ 64,800",7.7 / 10,,,,146414
1049,"Malabar College of Engineering and Technology - [MCET], Thrissur","Thrissur, Kerala","₹ 50,000",6.4 / 10,,400000,,59445
1050,"Malineni Lakshmaiah Womens Engineering College, Guntur","Guntur, Andhra Pradesh","₹ 35,000",8.4 / 10,,,,149323
1051,"Malla Reddy Institute of Engineering and Technology- [MRIET], Secunderabad","Secunderabad, Telangana","₹ 60,000",7.4 / 10,,450000,1200000,13427
1052,"Malla Reddy Institute of Technology and Science - [MRITS], Hyderabad","Hyderabad, Telangana","₹ 48,000",7.1 / 10,,,,124840
1053,"Misrimal Navajee Munoth Jain Engineering College - [MNMJEC], Chennai","Chennai, Tamil Nadu","₹ 55,000",7.4 / 10,,400000,1200000,39405
1054,"NBKR Institute of Science and Technology Vidyanagar - [NBKRIST], Nellore","Nellore, Andhra Pradesh","₹ 93,200",7.8 / 10,,,,6330
1055,"Oriental Institute of Science and Technology - [OIST], Bhopal","Bhopal, Madhya Pradesh","₹ 96,000",7.3 / 10,,600000,,52459
1056,"Poornima Institute of Engineering  and Technology - [PIET], Jaipur","Jaipur, Rajasthan","₹ 89,250",7.8 / 10,#65th/170  in India   2023,,,109847
1057,"Quest Group of Institutions, Mohali","Mohali, Punjab","₹ 3,18,000",7.7 / 10,,400000,,105624
1058,"RMD Sinhgad School of Engineering -[RMDSSOE], Pune","Pune, Maharashtra","₹ 96,000",7.2 / 10,,,,65719
1059,"RTC Institute of Technology - [RTCIT], Ranchi","Ranchi, Jharkhand","₹ 74,000",7.5 / 10,,650000,,40996
1060,"Raj Kumar Goel Engineering College - [RKGEC], Ghaziabad","Ghaziabad, Uttar Pradesh","₹ 1,10,000",5.5 / 10,,,,30941
1061,"Rajarshi Shahu College of Engineering - [RSCOE] Tathawade, Pune","Pune, Maharashtra","₹ 1,13,000",7.8 / 10,#80th/246  in India   2023,450000,1800000,196799
1062,"Rajeev Institute of Technology - [RIT], Hassan","Hassan, Karnataka","₹ 2,35,000",7.6 / 10,#159th/170  in India   2023,,,62431
1063,"Roever Engineering College-[REC], Perambalur","Perambalur, Tamil Nadu","₹ 60,000",07-Oct,,,,179693
1064,"Rohini College of Engineering and Technology - [RCET], Kanyakumari","Kanyakumari, Tamil Nadu","₹ 50,000",8.4 / 10,,500000,720000,173346
1065,"Royal College of Engineering and Technology - [RCET], Thrissur","Thrissur, Kerala","₹ 50,000",6.9 / 10,,,,33525
1066,"SR Group of Institutions - [SRGI], Jhansi","Jhansi, Uttar Pradesh","₹ 73,100",08-Oct,,450000,,188159
1067,"Sai Spurthi Institute of Technology - [SSIT], Khammam","Khammam, Telangana","₹ 62,000",7.8 / 10,,,,116405
1068,"Sana Engineering College - [SEC], Suryapet","Suryapet, Telangana",--,6.8 / 10,,400000,,60015
1069,"Sanketika Vidya Parishad Engineering College, Visakhapatnam","Visakhapatnam, Andhra Pradesh","₹ 41,000",6.9 / 10,,,550000,106816
1070,"Sarabhai Institute of Science & Technology - [SIST] Vellanad, Thiruvananthapuram","Thiruvananthapuram, Kerala","₹ 50,000",08-Oct,,500000,,128395
1071,"Sengunthar College of Engineering - [SCE], Namakkal","Namakkal, Tamil Nadu","₹ 50,000",8.4 / 10,#159th/200  in India   2020,,,16186
1072,"Sityog Institute of Technology, Aurangabad","Aurangabad, Bihar","₹ 1,11,000",7.6 / 10,,350000,570000,92802
1073,"Sree Rama Engineering College - [SREC], Tirupati","Tirupati, Andhra Pradesh","₹ 44,700",8.3 / 10,,400000,850000,155192
