Unnamed: 0,college_name,location,course_fees,review,Average Package,Highest Package,Cutoff rank in CSE
1600,"Sardar Beant Singh State University, Gurdaspur","Gurdaspur, Punjab",110580,7.453557199772339,541800,2417680,194476
1601,"Bharat-Ratna Indira Gandhi College of Engineering - [BIGCE], Solapur","Solapur, Maharashtra",75000,7.1,300000,2417680,111314
1602,"CMS College of Engineering and Technology, Coimbatore","Coimbatore, Tamil Nadu",60000,8.6,541800,2417680,23006
1603,"Chiranjeevi Reddy Institute of Engineering and Technology - [CRIT], Anantapur","Anantapur, Andhra Pradesh",35000,6.2,280000,600000,139494
1604,"DIT School of Engineering, Greater Noida","Greater Noida, Uttar Pradesh",0,7.4,250000,2417680,123577
1605,"Dr. Jivraj Mehta Institute of Technology - [DJMIT], Anand","Anand, Gujarat",80000,7.2,541800,2417680,29758
1606,"Gokul Institute of Technology and Sciences - [GITAS], Vizianagaram","Vizianagaram, Andhra Pradesh",46700,3.8,230000,360000,65847
1607,"Gokula Krishna College of Engineering Sullurpet - [GKCE], Nellore","Nellore, Andhra Pradesh",35000,6.4,450000,2417680,193328
1608,"Government Sri Krishnarajendra Silver Jubilee Technological Institute, Bangalore","Bangalore, Karnataka",25000,7.2,541800,2417680,193494
1609,"Govt Mahila Engineering College, Ajmer","Ajmer, Rajasthan",69300,6.6,400000,2417680,119463
1610,"Guru Nanak Institute of Technology - [GNI], Ambala","Ambala, Haryana",83000,7.5,450000,2417680,169683
1611,"Gurukul Institute of Engineering and Technology, Kota","Kota, Rajasthan",40000,6.9,541800,2417680,91989
1612,"HMFA Memorial Institute of Engineering and Technology, Allahabad","Allahabad, Uttar Pradesh",55000,9.2,360000,2417680,132638
1613,"Indus College of Engineering, Bhubaneswar","Bhubaneswar, Orissa",282000,6.8,541800,2417680,192496
1614,"Jaya Prakash Narayan College of Engineering - [JPNCE], Mahabubnagar","Mahabubnagar, Telangana",69000,7.7,750000,900000,45155
1615,"Trinity College of Engineering and Technology - [TCET], Karimnagar","Karimnagar, Telangana",65000,7.7,541800,2417680,177183
1616,"Babu Sunder Singh Institute of Technology and Management - [BSSITM], Lucknow","Lucknow, Uttar Pradesh",74000,8.1,350000,2417680,70871
1617,"Bheema Institute of Technology and Science - [BITS], Kurnool","Kurnool, Andhra Pradesh",40000,8.1,541800,2417680,3593
1618,"JKK Munirajah College of Technology - [JKKMCT], Erode","Erode, Tamil Nadu",45000,8.2,350000,2417680,131949
1619,"JKK Muniraja College of Technology - [JKKMCT], Chennai","Chennai, Tamil Nadu",55000,8.8,450000,2417680,45847
1620,"Panchwati Institute of Engineering & Technology, Meerut","Meerut, Uttar Pradesh",87100,7.453557199772339,541800,2417680,5626
1621,"V.R.S College of Engineering and Technology -[VRSCET], Villupuram","Villupuram, Tamil Nadu",50000,7.4,400000,890000,101770
1622,"Vaagdevi Institute of Technology & Science - [VITS], Kadapa","Kadapa, Andhra Pradesh",35000,7.6,45000,2417680,56025
1623,"Vidyaa Vikas College of Engineering and Technology, Namakkal","Namakkal, Tamil Nadu",55000,8.1,541800,2417680,174926
1624,"Faculty of Management, Builders Engineering College, Tiruppur","Tiruppur, Tamil Nadu",25000,7.2,420000,2417680,153880
1625,"Pillai HOC College of Engineering and Technology - [PHCET] Panvel, Navi Mumbai","Navi Mumbai, Maharashtra",86000,7.4,450000,750000,133764
1626,"University College of Engineering and Technology - [UCET], Bikaner","Bikaner, Rajasthan",78500,6.3,541800,2417680,27729
1627,"Barkatullah University Institute of Technology - [BUIT], Bhopal","Bhopal, Madhya Pradesh",47775,6.5,325000,2417680,197898
1628,"Hon Shri Babanrao Pachpute Vichardhara Trust's Faculty of Engineering - [HSBPVTFE], Ahmednagar","Ahmednagar, Maharashtra",70000,7.9,541800,2417680,127752
1629,"Indus Institute of Technology & Engineering - [IITE], Ahmedabad","Ahmedabad, Gujarat",96000,8.1,450000,2417680,100090
1630,"Aryans College of Engineering, Chandigarh","Chandigarh, Chandigarh",33000,5.3,500000,2417680,81698
1631,"Brilliant Institute of Engineering & Technology - [BRIL], Hyderabad","Hyderabad, Telangana",68000,7.7,541800,2417680,82910
1632,"KLS Vishwanathrao Deshpande Institute of Technology - [VDIT], Haliyal","Haliyal, Karnataka",108560,7.2,350000,2417680,99865
1633,"Dnyanshree Institute of Engineering & Technology - [DIET], Satara","Satara, Maharashtra",70000,8.3,541800,2417680,137604
1634,"Girijabai Sail Institute of Technology - [GSIT], Karwar","Karwar, Karnataka",75000,7.453557199772339,400000,2417680,100507
1635,"Government Engineering College, Palanpur","Palanpur, Gujarat",1500,7.4,541800,2417680,88511
1636,"Guru Nanak Dev University Regional Campus, Gurdaspur","Gurdaspur, Punjab",130945,6.7,450000,1400000,149420
1637,"Gwalior Institute of Information Technology - [GIIT], Gwalior","Gwalior, Madhya Pradesh",45600,6.8,400000,2417680,17187
1638,"Tawi Engineering College - [TEC], Pathankot","Pathankot, Punjab",80750,6.8,541800,2417680,53949
1639,"Trident Group of Institutions, Ghaziabad","Ghaziabad, Uttar Pradesh",85150,8.2,350000,2417680,66198
1640,"Venus International College of Technology - [VICT], Gandhinagar","Gandhinagar, Gujarat",71000,6.4,541800,2417680,115856
1641,"Yashoda Technical Campus - [YTC], Satara","Satara, Maharashtra",70000,7.8,145000,900000,68421
1642,"Mahavir Institute of Engineering and Technology, Bhubaneswar","Bhubaneswar, Orissa",68000,2.1,541800,2417680,82001
1643,"Manoharbhai Patel Institute of Engineering and Technology - [MPIET], Bhandara","Bhandara, Maharashtra",58198,7.4,400000,2417680,176864
1644,"Shri Chhatrapati Shivaji Maharaj College of Engineering - [SCOEA] Nepti, Ahmednagar","Ahmednagar, Maharashtra",70000,7.4,541800,2417680,167939
1645,"Shreenivasa Engineering College, Pappiredipatti","Pappiredipatti, Tamil Nadu",29220,6.3,360000,2417680,94656
1646,"Star Lion College of Engineering and Technology - [SLCET], Thanjavur","Thanjavur, Tamil Nadu",55000,7.9,541800,2417680,170470
1647,"Ramchandra Chandarvansi Institute of Technology - [RCIT], Palamu","Palamu, Jharkhand",60000,7.7,400000,2417680,87128
1648,"Biluru Gurubasava Mahaswamiji Institute of Technology - [BGMIT], Bagalkot","Bagalkot, Karnataka",65000,7.453557199772339,541800,2417680,26121
1649,"Maharishi Arvind College of Engineering & Technology - [MACET], Kota","Kota, Rajasthan",77000,7.1,541800,2417680,9606
1650,"MIT School of Bioengineering Sciences and Research - [MITSBSR], Pune","Pune, Maharashtra",276500,8.8,300000,2417680,10144
1651,"Aurora Group of Institutions, Hyderabad","Hyderabad, Telangana",37400,7.2,541800,2417680,22138
1652,"Adwaita Mission Institute of Technology- [AMIT], Banka","Banka, Bihar",60000,7.6,460000,2417680,60192
1653,"Samskruti College of Engineering and Technology -[SCET], Hyderabad","Hyderabad, Telangana",72000,7.6,541800,2417680,114643
1654,"RR Group of Institutions, Bangalore","Bangalore, Karnataka",80000,7.6,450000,2417680,193967
1655,"Sagar Institute of Research & Technology - [SIRT], Indore","Indore, Madhya Pradesh",50000,7.5,541800,2417680,136495
1656,"Ambal Professional Group of Institutions, Palladam","Palladam, Tamil Nadu",50000,7.1,541800,2417680,130135
1657,"Apollo Institute Of Engineering and Technology, Ahmedabad","Ahmedabad, Gujarat",61000,7.2,500000,2417680,149928
1658,"College of Agricultural Engineering and Technology - [CAET], Bhubaneswar","Bhubaneswar, Orissa",60399,7.8,541800,2417680,62480
1659,"Rungta Educational Foundation Bhilai Campus, Bhilai","Bhilai, Chhattisgarh",30000,8.2,350000,1800000,163462
1660,"Trinity Academy of Engineering - [TAE], Pune","Pune, Maharashtra",80770,7.9,350000,1200000,193158
1661,"Sardar Patel College of Engineering - [SPCE], Anand","Anand, Gujarat",60000,7.453557199772339,541800,2417680,96844
1662,"Government Engineering College, Bellary","Bellary, Karnataka",24370,7.1,420000,2417680,172232
1663,"University College of Engineering Ramanathapuram, Anna University - [UCER], Ramanathapuram","Ramanathapuram, Tamil Nadu",43810,7.5,541800,2417680,88355
1664,"PSN Institute of Technology and Science - [PSNITS], Tirunelveli","Tirunelveli, Tamil Nadu",50000,7.6,450000,2417680,78607
1665,"Rungta Engineering College - [REC], Raipur","Raipur, Chhattisgarh",79064,7.1,541800,2417680,73219
1666,"Manav Rachna University, Faculty of Engineering, Faridabad","Faridabad, Haryana",244000,7.9,400000,2417680,32967
1667,"Central Institute of Plastics Engineering & Technology - [CIPET], Raipur","Raipur, Chhattisgarh",25810,7.3,541800,2417680,3091
1668,"Ch. Ranbir Singh State Institute of Engineering and Technology - [CRS-SIET], Jhajjar","Jhajjar, Haryana",40000,6.6,350000,2417680,172724
1669,"Samarth Group of Institutions - [SGOI], Pune","Pune, Maharashtra",80000,7.453557199772339,541800,2417680,144696
1670,"G. H. Raisoni University - [GHRU], Amravati","Amravati, Maharashtra",87000,7.9,340000,450000,183465
1671,"Government Engineering College - [GEC], Buxar","Buxar, Bihar",0,7.453557199772339,350000,2417680,148558
1672,"Ajmer Institute of Technology, Ajmer","Ajmer, Rajasthan",0,6.1,541800,2417680,32483
1673,"Central College of Engineering and Management - [CCEM], Raipur","Raipur, Chhattisgarh",273000,5.2,420000,2417680,192890
1674,"Mahakavi Bharathiyar College of Engineering and Technology, Thiruvallur","Thiruvallur, Tamil Nadu",50000,2.8,541800,2417680,164717
1675,"Rajasthan Engineering College, Jaipur","Jaipur, Rajasthan",78500,8.8,541800,2417680,194961
1676,"Saraswathi Velu College of Engineering, Vellore","Vellore, Tamil Nadu",50000,5.7,350000,2417680,71403
1677,"Shri Angalamman College of Engineering and Technology, Tiruchirappalli","Tiruchirappalli, Tamil Nadu",75000,6.5,541800,2417680,48932
1678,"Sri Aravindar Engineering College, Villupuram","Villupuram, Tamil Nadu",50000,4.9,400000,2417680,183639
1679,"St Margaret Engineering College, Jaipur","Jaipur, Rajasthan",167500,5.9,541800,2417680,41846
1680,"St Michael College of Engineering and Technology, Sivaganga","Sivaganga, Tamil Nadu",60000,6.3,450000,2417680,132232
1681,"Aryanet Institute of Technology, Palakkad","Palakkad, Kerala",200000,7.453557199772339,541800,2417680,161974
1682,"Pankajakasthuri College of Engineering and Technology - [PKCET], Thiruvananthapuram","Thiruvananthapuram, Kerala",35000,9.2,500000,2417680,125461
1683,"Focus Institute of Science and Technology Poomala, Thrissur","Thrissur, Kerala",45000,7.5,541800,2417680,138789
1684,"Veerammal Engineering College - [VEC], Dindigul","Dindigul, Tamil Nadu",60000,7.8,425000,650000,176479
1685,"Royal Global University - [RGU], Guwahati","Guwahati, Assam",142000,7.2,541800,2417680,71753
1686,"Annie Besant College of Engineering And Management - [ABCEM], Lucknow","Lucknow, Uttar Pradesh",0,7.453557199772339,541800,2417680,126808
1687,"IPS Academy, Indore","Indore, Madhya Pradesh",85000,7.8,741000,3360000,169989
1688,"Sri Satya Sai College of Engineering - [SSSCE], Bhopal","Bhopal, Madhya Pradesh",45600,6.5,541800,2417680,37652
1689,"Anand College of Engineering and Management - [ACEM], Kapurthala","Kapurthala, Punjab",83325,7.7,320000,2417680,57855
1690,"As-Salam College of Engineering and Technology, Thanjavur","Thanjavur, Tamil Nadu",200000,7.453557199772339,541800,2417680,2998
1691,"Audisankara Institute of Technology Gudur - [ASIT], Nellore","Nellore, Andhra Pradesh",42700,8.1,250000,2417680,164391
1692,"BA College of Engineering and Technology - [BACET], Jamshedpur","Jamshedpur, Jharkhand",71000,8.8,541800,3500000,157457
1693,"BM Group of Institutions - [BMGI], Gurgaon","Gurgaon, Haryana",80000,7.5,220000,890000,172736
1694,"BSA College of Engineering and Technology - [BSACET], Mathura","Mathura, Uttar Pradesh",75600,6.5,541800,2417680,4365
1695,"Nimra Institute of Science and Technology - [NIST], Krishna","Krishna, Andhra Pradesh",50200,5.7,450000,2417680,44639
1696,"RP Inderaprastha Institute of Technology - [RPIIT], Karnal","Karnal, Haryana",75000,6.9,541800,2417680,10153
1697,"Radha Govind Group of Institutions - [RGGI], Meerut","Meerut, Uttar Pradesh",69850,6.9,450000,2417680,60810
1698,"Radharaman Institute of Technology & Science - [RITS], Bhopal","Bhopal, Madhya Pradesh",66600,7.3,541800,2400000,154273
1699,"Rajaram Shinde College of Engineering, Ratnagiri","Ratnagiri, Maharashtra",30000,4.1,350000,2417680,166356
1700,"Prof. Ram Meghe Institute of Technology and Research - [PRMITR], Amravati","Amravati, Maharashtra",125000,7.7,541800,500000,54220
1701,"Ramireddy Subbarami Reddy Engineering College - [RSREC], Nellore","Nellore, Andhra Pradesh",41000,7.4,350000,500000,148966
1702,"Rattan Institute of Technology and Management - [RITM], Palwal","Palwal, Haryana",45000,7.453557199772339,541800,2360000,156330
1703,"Dr. Rizvi College of Engineering- [DRCE], Kaushambi","Kaushambi, Uttar Pradesh",110000,8.5,350000,2417680,134443
1704,"SG Balekundri Institute of Technology - [SGBIT], Belgaum","Belgaum, Karnataka",235000,7.3,541800,2417680,194723
1705,"SMS Institute of Technology - [SMSIT], Lucknow","Lucknow, Uttar Pradesh",70380,4.2,400000,2417680,161283
1706,"Sandip Institute of Engineering and Management - [SIEM], Nashik","Nashik, Maharashtra",106000,8.4,541800,2417680,70062
1707,"Saraswati Institute of Engineering and Technology - [SIET], New Delhi","New Delhi, Delhi NCR",51000,7.8,244000,500000,50693
1708,"SHEAT Group of Institutions, Varanasi","Varanasi, Uttar Pradesh",340000,8.2,420000,1000000,27557
1709,"Shibani Institute of Technical Education - [SITE], Bhubaneswar","Bhubaneswar, Orissa",57500,7.1,541800,2417680,56085
1710,"Shiv Shankar Institute of Engineering & Technology - [SSIET], Amritsar","Amritsar, Punjab",82500,6.1,400000,2417680,120154
1711,"ShrinathJi Institute for Technical Education-[SRITECH], Meerut","Meerut, Uttar Pradesh",55000,7.7,541800,2417680,141503
1712,"Smt Kamala & Sri Venkappa M Agadi College of Engineering & Technology - [SKSVMACET], Gadag","Gadag, Karnataka",80000,7.3,350000,2417680,167525
1713,"Sri Krishnadevaraya Engineering College - [SKDEC], Ananthapur","Ananthapur, Andhra Pradesh",35000,6.4,400000,2417680,180611
1714,"Srinivas School of Engineering - [SSE] Mukka, Mangalore","Mangalore, Karnataka",100000,7.2,541800,2417680,84819
1715,"Sundargarh Engineering College - [SEC], Sundergarh","Sundergarh, Orissa",45000,7.453557199772339,450000,2417680,4085
1716,"Swami Parmanand Engineering College - [SPEC], Mohali","Mohali, Punjab",97885,7.453557199772339,541800,2417680,167696
1717,"Warangal Institute of Technology and Science - [WITS], Warangal","Warangal, Telangana",45000,7.7,350000,2417680,2970
1718,"Government Engineering College, Mandya","Mandya, Karnataka",19090,6.8,541800,2417680,52299
1719,"Patel Institute of Technology - [PIT], Bhopal","Bhopal, Madhya Pradesh",56000,8.1,300000,2417680,33220
1720,"Vedica Institute of Technology, Bhopal","Bhopal, Madhya Pradesh",45600,8.5,541800,2417680,30863
1721,"Vijaya Institute of Technology for Women - [VITW], Vijayawada","Vijayawada, Andhra Pradesh",52000,8.6,400000,2417680,132208
1722,"Dr. K.N. Modi University - [DKNMU] Newai, Jaipur","Jaipur, Rajasthan",75000,7.5,541800,2417680,103843
1723,"Rajkiya Engineering College - [REC], Azamgarh","Azamgarh, Uttar Pradesh",0,7.6,300000,2417680,28941
1724,"HJD Institute of Technical Education and Research, Kachchh","Kachchh, Gujarat",60000,6.9,320000,2417680,43935
1725,"Ilahia School of Science And Technology - [ISSAT], Muvattupuzha","Muvattupuzha, Kerala",66600,6.8,541800,2417680,5429
1726,"Anjuman-I-Islam's Kalsekar Technical Campus - [AIKTC], Navi Mumbai","Navi Mumbai, Maharashtra",87820,7.4,210000,1000000,133504
1727,"Arun Muchhala Engineering College [AMEC], Amreli","Amreli, Gujarat",74000,5.2,541800,2417680,88332
1728,"Ipcowala Institute of Engineering and Technology - [IIET], Anand","Anand, Gujarat",51000,7.4,300000,2417680,174195
1729,"Siddhivinayak Technical Campus - [STC], Buldhana","Buldhana, Maharashtra",70000,6.3,220000,2417680,167286
1730,"Siddartha Educational Academy Group of Institutions - [SEAT], Tirupati","Tirupati, Andhra Pradesh",37000,6.3,541800,2417680,118830
1731,"Dr Samuel George Institute of Engineering and Technology - [SGIT], Prakasam","Prakasam, Andhra Pradesh",216000,7.453557199772339,500000,2417680,174618
1732,"Fabtech Technical Campus, Solapur","Solapur, Maharashtra",70000,7.4,541800,2417680,69728
1733,"Shri Sai College Of Engineering, Aurangabad","Aurangabad, Maharashtra",70000,7.453557199772339,350000,2417680,32994
1734,"Laxmi Bai Sahuji Institute of Engineering & Technology - [LBSIET], Jabalpur","Jabalpur, Madhya Pradesh",39000,7.453557199772339,541800,2417680,93553
1735,"PSV College of Engineering and Technology - [PVSCET], Krishnagiri","Krishnagiri, Tamil Nadu",60000,6.4,400000,2417680,55675
1736,"PSN College of Engineering and Technology (Autonomous) - [PSNCET], Tirunelveli","Tirunelveli, Tamil Nadu",55000,5.4,500000,2417680,170597
1737,"PR Engineering College - [PREC], Thanjavur","Thanjavur, Tamil Nadu",57000,6.2,541800,2417680,40543
1738,"Tatva Institute of Technological Studies - [TITS], Modasa","Modasa, Gujarat",51000,7.1,360000,2417680,140092
1739,"Nellai College of Engineering - [NCE], Tirunelveli","Tirunelveli, Tamil Nadu",40000,5.2,541800,2417680,179813
1740,"United College of Engineering & Research - [UCER], Allahabad","Allahabad, Uttar Pradesh",112025,7.1,400000,2417680,25132
1741,"Velaga Nageswara Rao College of Engineering - [VNRCE], Guntur","Guntur, Andhra Pradesh",35000,6.5,541800,2417680,115793
1742,"Vikas College of Engineering and Technology - [VCTN], Krishna","Krishna, Andhra Pradesh",35000,7.1,550000,2417680,34488
1743,"Vishwabharati Academy's College of Engineering & Polytechnic - [VACEOP], Ahmednagar","Ahmednagar, Maharashtra",70000,8.4,541800,2417680,169321
1744,"South Point Institute of Technology and Management, Sonepat","Sonepat, Haryana",50000,6.8,350000,2417680,113704
1745,"Mukesh Patel School of Technology Management and Engineering - [MPSTME], Shirpur","Shirpur, Maharashtra",180000,8.7,3722000,3784000,148204
1746,"Gyan Vihar School of Engineering and Technology [GVSET], Jaipur","Jaipur, Rajasthan",86000,7.453557199772339,500000,2417680,152712
1747,"Neelam Group Of Institutions - [NGI], Agra","Agra, Uttar Pradesh",55000,7.453557199772339,541800,2417680,83849
1748,"Arjun College of Technology, Coimbatore","Coimbatore, Tamil Nadu",50000,7.8,450000,2417680,132665
1749,"Dhaanish Ahmed Institute of Technology, Coimbatore","Coimbatore, Tamil Nadu",0,7.2,541800,2417680,12748
1750,"Vignan's Institute Of Engineering For Women, Visakhapatnam","Visakhapatnam, Andhra Pradesh",41600,7.9,400000,2417680,123066
1751,"Jainee College of Engineering & Technology - [JCET], Dindigul","Dindigul, Tamil Nadu",55000,7.7,541800,2417680,14125
1752,"Arifa Institute of Technology - [AIT], Nagapattinam","Nagapattinam, Tamil Nadu",0,6.6,350000,2417680,184382
1753,"Gandhi Institute of Excellent Technocrats - [GIET], Bhubaneswar","Bhubaneswar, Orissa",62000,7.7,541800,2417680,3456
1754,"Mysuru Royal Institute of Technology - [MRIT] Lakshmipura, Mysore","Mysore, Karnataka",6500,8.1,400000,2417680,160105
1755,"JLD Engineering and Management College - [JEMC], Baruipur","Baruipur, West Bengal",87000,7.6,541800,2417680,20952
1756,"Vindhya Institute of Technology & Science - [VITS], Indore","Indore, Madhya Pradesh",48000,6.9,400000,2417680,35664
1757,"KC Group of institutions, Nawanshahr","Nawanshahr, Punjab",70000,6.9,541800,2417680,173164
1758,"Yadavrao Tasgaonkar College of Engineering & Management - [YTCEM], Karjat","Karjat, Maharashtra",66000,3.5,460000,2417680,95859
1759,"Shiva Group of Institutions, Bilaspur","Bilaspur, Himachal Pradesh",72200,5.6,541800,2417680,69483
1760,"Surabhi College of Engineering and Technology - [SCET], Bhopal","Bhopal, Madhya Pradesh",52000,7.453557199772339,450000,2417680,164582
1761,"Chhatrapati Shivaji Maharaj Institute of Technology - [CSMIT], Panvel","Panvel, Maharashtra",60000,5.9,541800,2417680,116390
1762,"ISBM University, Raipur","Raipur, Chhattisgarh",52900,7.453557199772339,500000,2417680,91706
1763,"Indrashil University Rajpur, Kadi","Kadi, Gujarat",86000,8.4,541800,2417680,83320
1764,"Indian Institute of Information Technology - [IIIT], Bhagalpur","Bhagalpur, Bihar",222200,8.1,850000,3000000,15909
1765,"Nelliandavar Institute of Technology - [NIT], Ariyalur","Ariyalur, Tamil Nadu",50000,7.453557199772339,541800,2417680,84099
1766,"JP Group of Institutions, Meerut","Meerut, Uttar Pradesh",82500,7.453557199772339,400000,2417680,130517
1767,"Basava Academy of Engineering, Bangalore","Bangalore, Karnataka",0,7.453557199772339,541800,2417680,154817
1768,"Odaiyappa College of Engineering and Technology, Theni","Theni, Tamil Nadu",60000,4.4,600000,2417680,95057
1769,"Sri Ramanathan Engineering College, Tiruppur","Tiruppur, Tamil Nadu",50000,7.3,541800,2417680,176661
1770,"Sri Rangapoopathi College of Engineering - [SRPCE], Villupuram","Villupuram, Tamil Nadu",29220,7.453557199772339,550000,2417680,21495
1771,"J.K. Institute of Engineering - [JKIE], Bilaspur","Bilaspur, Chhattisgarh",65000,6.6,450000,2417680,17594
1772,"Jaipur Institute of Engineering and Management - [JIEM], Jaipur","Jaipur, Rajasthan",0,6.1,500000,2417680,118699
1773,"Jei Mathaajee College of Engineering - [JMCE], Kanchipuram","Kanchipuram, Tamil Nadu",40000,7.8,541800,2417680,145713
1774,"Sureya College of Engineering - [SCE], Tiruchirappalli","Tiruchirappalli, Tamil Nadu",60000,6.2,450000,2417680,66798
1775,"Khatu Shyam Institute of Management and Technology - [KSIMT], New Delhi","New Delhi, Delhi NCR",60500,5.9,541800,2417680,63252
1776,"AM Reddy Memorial College of Engineering and Technology, Guntur","Guntur, Andhra Pradesh",35000,6.3,350000,2417680,143591
1777,"ARJ College of Engineering & Technology - [ARJ], Thiruvarur","Thiruvarur, Tamil Nadu",200000,8.6,541800,2417680,187075
1778,"Alwar Institute of Engineering and Technology - [AIET], Alwar","Alwar, Rajasthan",84500,5.7,350000,2417680,115141
1779,"Annamalaiar College of Engineering, Tiruvannamalai","Tiruvannamalai, Tamil Nadu",160000,7.453557199772339,541800,2417680,111299
1780,"Association for Welfare of the Handicapped Engineering College, Calicut","Calicut, Kerala",30000,7.453557199772339,250000,2417680,138647
1781,"Avanthi Institute of Engineering and Technology - [AIET], Visakhapatnam","Visakhapatnam, Andhra Pradesh",50200,7.453557199772339,541800,2417680,192737
1782,"Avanthi's Research and Technological Academy - [ARTA], Vizianagaram","Vizianagaram, Andhra Pradesh",39300,5.5,300000,2417680,1668
1783,"Babasaheb Naik College of Engineering - [BNCOE], Yavatmal","Yavatmal, Maharashtra",70000,7.5,541800,2417680,156276
1784,"Beehive College of Engineering & Technology, Dehradun","Dehradun, Uttarakhand",32000,6.8,400000,850000,126313
1785,"Bhagwant Institute of Technology - [BIT], Ghaziabad","Ghaziabad, Uttar Pradesh",73500,6.5,450000,2417680,144445
1786,"Bharat Institute of Engineering and Technology - [BIET] Ibrahimpatnam, Hyderabad","Hyderabad, Telangana",100000,7.8,500000,2417680,102076
1787,"CARE School of Engineering - [CARESE], Tiruchirappalli","Tiruchirappalli, Tamil Nadu",55000,8.8,541800,2417680,142429
1788,"CT Institute of Engineering Management & Technology - [CTIEMT], Jalandhar","Jalandhar, Punjab",89080,6.9,200000,2417680,87856
1789,"Delhi Institute of Technology Management and Research - [DITMR], Faridabad","Faridabad, Haryana",52000,7.3,250000,2417680,72297
1790,"Dhaanish Ahmed College of Engineering - [DACE], Chennai","Chennai, Tamil Nadu",80000,7.6,541800,2417680,466
1791,"Doon College of Engineering and Technology, Saharanpur","Saharanpur, Uttar Pradesh",55000,5.3,350000,2417680,142260
1792,"Doon Valley Institute of Engineering and Technology - [DIET], Karnal","Karnal, Haryana",0,5.5,541800,2417680,195062
1793,"Eastern Academy of Science & Technology - [EAST], Bhubaneswar","Bhubaneswar, Orissa",276000,7.453557199772339,1500000,2417680,94325
1794,"G V R & S College of Engineering & Technology - [GVR&S], Guntur","Guntur, Andhra Pradesh",50200,7.2,600000,2417680,66131
1795,"Global Institute of Engineering and Technology -[GIET], Moinabad","Moinabad, Telangana",50000,7.2,541800,2417680,160080
1796,"Government College of Engineering - [GCEK], Satara","Satara, Maharashtra",88453,7.8,650000,2417680,16973
1797,"Gyan Sagar College of Engineering - [GSCE], Sagar","Sagar, Madhya Pradesh",45600,8.1,541800,2417680,62925
1798,"Hosur Institute of Technology and Science - [HITS], Krishnagiri","Krishnagiri, Tamil Nadu",15000,6.8,500000,2417680,38778
1799,"KLR College of Engineering and Technology -[KLRCET], Palwancha","Palwancha, Telangana",60000,7.2,450000,2417680,49043
1800,"K.P. Group  of Institutions - [KPGI], Agra","Agra, Uttar Pradesh",55000,8.6,541800,2417680,119293
1801,"Kali Charan Nigam Institute of Technology - [KCNIT], Banda","Banda, Uttar Pradesh",72850,6.6,600000,2417680,140678
1802,"Sri Chaitanya Institute of Technology & Research - [SCIT], Khammam","Khammam, Telangana",45000,6.9,541800,406000,152047
1803,"Ramaiah School of Advanced Studies, Bangalore","Bangalore, Karnataka",293250,7.453557199772339,600000,2417680,33551
1804,"Maharani Girls Engineering College, Jaipur","Jaipur, Rajasthan",77500,7.5,541800,2417680,74775
1805,"Maharishi Ved Vyas Engineering College, Yamuna Nagar","Yamuna Nagar, Haryana",70000,7.3,500000,2417680,199740
1806,"Nawab Shah Alam Khan College of Engineering & Technology - [NSAKCET], Hyderabad","Hyderabad, Telangana",73000,6.5,450000,2417680,157493
1807,"Nova Institute of Technology - [NITE], Eluru","Eluru, Andhra Pradesh",140000,5.2,541800,2417680,169797
1808,"Oxford College of Engineering and Management - [OCEM], Bhubaneswar","Bhubaneswar, Orissa",85000,6.6,400000,2417680,67791
1809,"Prashanti Institute of Technology and Science- [PITS], Ujjain","Ujjain, Madhya Pradesh",47000,7.3,541800,2417680,109113
1810,"RISE Krishna Sai Gandhi Group of Institutions, Prakasam","Prakasam, Andhra Pradesh",30200,7.4,90000,2417680,141176
1811,"RVS Padhmavathy College of Engineering and Technology, Thiruvallur","Thiruvallur, Tamil Nadu",60000,5.1,450000,2417680,138128
1812,"Ranippettai Engineering College-[REC], Vellore","Vellore, Tamil Nadu",50000,6.4,541800,2417680,110655
1813,"Ravindra College of Engineering for Women -[RCEW], Kurnool","Kurnool, Andhra Pradesh",35000,8.3,550000,2417680,89983
1814,"SD College of Engineering and Technology - [SDCET], Muzaffarnagar","Muzaffarnagar, Uttar Pradesh",60000,8.1,541800,2417680,191826
1815,"SGBM Institute of Technology and Science - [SGBMITS], Jabalpur","Jabalpur, Madhya Pradesh",45600,8.2,400000,2417680,152398
1816,"Sahyadri College of Engineering & Management (SCEM), Mangalore","Mangalore, Karnataka",65340,8.4,541800,4000000,57163
1817,"Sahyadri Valley College of Engineering and Technology - [SVCET], Pune","Pune, Maharashtra",62000,7.8,350000,2417680,136269
1818,"Samanta Chandrasekhar Institute of Technology and Management - [SCITM], Koraput","Koraput, Orissa",55000,4.4,541800,2417680,197699
1819,"Shekhawati Engineering College - [SEC], Jhunjhunu","Jhunjhunu, Rajasthan",87000,5.7,450000,2417680,126725
1820,"Sine International Institute of Technology  [SIIT], Jaipur","Jaipur, Rajasthan",70000,7.453557199772339,541800,2417680,121186
1821,"PSV College of Engineering and Technology, Pondicherry","Pondicherry, Puducherry",30000,5.3,600000,2417680,190427
1822,"Avanthi's St. Theressa Institute of Engineering and Technology, Garividi","Garividi, Andhra Pradesh",41000,7.6,550000,2417680,153599
1823,"Suman Ramesh Tulsiani Technical Campus Faculty of Engineering - [SRTTC] Kamshet, Pune","Pune, Maharashtra",71544,6.3,541800,2417680,32475
